iter	RMSE
454	0.1358691539
455	0.1358079765
456	0.1356650845
457	0.1355801654
458	0.1355310175
459	0.1354022243
460	0.1352277464
461	0.1351811345
462	0.1350002102
463	0.1348700802
464	0.1347185004
465	0.1344845289
466	0.1343435013
467	0.1342913059
468	0.1342410822
469	0.1341655383
470	0.1340376967
471	0.1338492389
472	0.133750893
473	0.1336825625
474	0.1334696917
475	0.1333677263
476	0.1332945939
477	0.1331835876
478	0.1331398043
479	0.1329967495
480	0.132810148
481	0.1327335738
482	0.1326850153
483	0.132606035
484	0.1324699215
485	0.1323366315
486	0.1321244699
487	0.1320945961
488	0.1320046571
489	0.1318386186
490	0.1316849242
491	0.1315600252
492	0.1314607337
493	0.1313823099
494	0.1311969955
495	0.131112681
496	0.1308925901
497	0.1308021482
498	0.1306980542
499	0.1306542543
500	0.1305942895
501	0.1304045141
502	0.1303177833
503	0.1302261183
504	0.1301298963
505	0.1299184581
506	0.1298306356
507	0.1297838853
508	0.1296072328
509	0.1295615766
510	0.1294589837
511	0.1293924461
512	0.1293162056
513	0.1292385486
514	0.1291046228
515	0.1289360537
516	0.1288036585
517	0.1287258303
518	0.1286853439
519	0.1285323285
520	0.1284052486
521	0.1283372907
522	0.1282472873
523	0.1281576327
524	0.1280863542
525	0.1279947816
526	0.1277857038
527	0.1276822025
528	0.1275704306
529	0.1275290491
530	0.1274290212
531	0.127276852
532	0.1271601992
533	0.1270040105
534	0.1268849663
535	0.1267388804
536	0.1266173005
537	0.1264918493
538	0.1263400137
539	0.1262055269
540	0.1260956885
541	0.1260603797
542	0.1260230535
543	0.1259637793
544	0.1258484384
545	0.125770431
546	0.1256809464
547	0.12555618
548	0.1254629247
549	0.1253893789
550	0.125274784
551	0.1252536739
552	0.1251708811
553	0.1250880737
554	0.1250539822
555	0.1248554913
556	0.1247681516
557	0.1246391757
558	0.1246097694
559	0.1244872631
560	0.1243363162
561	0.1242271423
562	0.1240977955
563	0.1240366737
564	0.1238843132
565	0.1237321865
566	0.1236978199
567	0.1236677687
568	0.1236311847
569	0.1235028481
570	0.1234691378
571	0.1234107881
572	0.1232816892
573	0.1231862886
574	0.1231367295
575	0.1230319296
576	0.1229828519
577	0.1229327264
578	0.1228580059
579	0.122792331
580	0.1227287256
581	0.1226522479
582	0.1225567873
583	0.1224481939
584	0.122271185
585	0.1220699756
586	0.1219853877
587	0.1218400841
588	0.1216928913
589	0.1216259049
590	0.1215743692
591	0.1215660941
592	0.1215134683
593	0.1213581105
594	0.1212356628
595	0.1210306706
596	0.1209243776
597	0.1207449664
598	0.120652561
599	0.1204786822
600	0.1204220587
601	0.1203422191
602	0.1203134309
603	0.1202527186
604	0.1202026342
605	0.1201394475
606	0.1200289507
607	0.1199711012
608	0.1199133338
609	0.1197616476
610	0.1197420864
611	0.1196692734
612	0.1195680046
613	0.1193821427
614	0.1193531823
615	0.1193084141
616	0.1191617225
617	0.1190679682
618	0.1190228049
619	0.1188872475
620	0.1187577858
621	0.1186220057
622	0.1185697263
623	0.1184313657
624	0.1183530857
625	0.1181504347
626	0.1180608502
627	0.1179844783
628	0.117934851
629	0.1178698105
630	0.1178011073
631	0.1176798891
632	0.1176293481
633	0.1175392057
634	0.1174973984
635	0.1174772216
636	0.1174417949
637	0.117349634
638	0.1173369765
639	0.1173052841
640	0.1172522617
641	0.1171341421
642	0.1171082729
643	0.1170305859
644	0.1169444775
645	0.1168897203
646	0.1168161242
647	0.1167658804
648	0.1166882355
649	0.1166274174
650	0.1165901033
651	0.1165220115
652	0.1164847803
653	0.1164324593
654	0.116399227
655	0.1163883148
656	0.1162670709
657	0.1161638068
658	0.1161301035
659	0.1160040769
660	0.115950847
661	0.1158759422
662	0.1157726643
663	0.1157047694
664	0.1156657297
665	0.115603213
666	0.1155531968
667	0.1155128126
668	0.115441306
669	0.1152194348
670	0.1151896688
671	0.1151280641
672	0.1150878248
673	0.1150049763
674	0.1149594616
675	0.1148506677
676	0.1147641662
677	0.1146767973
678	0.1146462082
679	0.1144743578
680	0.1142282907
681	0.1141359601
682	0.1140164966
683	0.1139841062
684	0.1138994431
685	0.1138505915
686	0.1137425926
687	0.1137009011
688	0.1136137137
689	0.1135211229
690	0.1134790805
691	0.1134445154
692	0.1133001609
693	0.113196606
694	0.1131264685
695	0.1130575977
696	0.1129309424
697	0.1128819232
698	0.1128516608
699	0.1127752698
700	0.112768516
701	0.1126690061
702	0.1125566333
703	0.1124979957
704	0.1123413053
705	0.112258935
706	0.1122050809
707	0.1120680271
708	0.1119801778
709	0.1119251302
710	0.1118711904
711	0.111813563
712	0.1117373512
713	0.1116801348
714	0.1116323072
715	0.1115712218
716	0.1114743028
717	0.1113946155
718	0.1112364701
719	0.1111693239
720	0.1110283671
721	0.1108756966
722	0.11078543
723	0.1107379442
724	0.1106852227
725	0.1106139856
726	0.1105092647
727	0.1104159292
728	0.1102724378
729	0.1101543027
730	0.1101099855
731	0.1100801596
732	0.1100427319
733	0.1099623746
734	0.1099388811
735	0.1098788139
736	0.1098419957
737	0.1098048883
738	0.1097520391
739	0.1096890496
740	0.1096111985
741	0.1095764384
742	0.1094979451
743	0.1094323854
744	0.1093627614
745	0.1092297977
746	0.109131927
747	0.1091056291
748	0.1089750798
749	0.108917629
750	0.1088146295
751	0.108762491
752	0.1087335853
753	0.1086592546
754	0.1085690714
755	0.1084564338
756	0.1083709593
757	0.1082314366
758	0.1081575526
759	0.1079830868
760	0.1079421045
761	0.1078808302
762	0.1078011023
763	0.1077252293
764	0.107645971
765	0.1075628
766	0.1075071699
767	0.1074136305
768	0.1073730244
769	0.1072984147
770	0.1072050706
771	0.1071776833
772	0.1071118231
773	0.107029721
774	0.1069500323
775	0.1068112226
776	0.1067578174
777	0.1066832687
778	0.1066262005
779	0.1065475418
780	0.1065173753
781	0.1064801658
782	0.1063731583
783	0.1063084152
784	0.1062642151
785	0.106189232
786	0.1060843367
787	0.1060646163
788	0.1059166588
789	0.1057547267
790	0.1056561746
791	0.1055394644
792	0.1053775519
793	0.105320697
794	0.1052051743
795	0.105061393
796	0.1050218822
797	0.1050010861
798	0.1049168054
799	0.1048424267
800	0.104797805
801	0.1047207235
802	0.1045965623
803	0.1045420995
804	0.1044501271
805	0.1043503545
806	0.1042180966
807	0.104173732
808	0.1040498441
809	0.1039742411
810	0.1039405921
811	0.1038282506
812	0.1037408411
813	0.1037211367
814	0.1035613464
815	0.1035042406
816	0.1033639117
817	0.1033231798
818	0.1032149761
819	0.1030827698
820	0.1030119508
821	0.1028971598
822	0.102837891
823	0.1027424706
824	0.102735673
825	0.1026517492
826	0.1025313367
827	0.1024321473
828	0.1024132446
829	0.102272432
830	0.1021558733
831	0.1021249633
832	0.1020668484
833	0.1019714724
834	0.1019275443
835	0.1017850292
836	0.1017155899
837	0.1016882981
838	0.101632501
839	0.1015641288
840	0.1014836282
841	0.1014040292
842	0.1013676142
843	0.1013460205
844	0.1012763343
845	0.1012049503
846	0.101179909
847	0.1011164983
848	0.1009620037
849	0.1008734592
850	0.1008299881
851	0.100730866
852	0.1007011699
853	0.1006512842
854	0.1006268861
855	0.1005291813
856	0.1004148084
857	0.1003792167
858	0.1002657975
859	0.1001718995
860	0.100131137
861	0.1000915664
862	0.1000543101
863	0.100010481
864	0.0999689877
865	0.09991495194
866	0.09987803595
867	0.09980519013
868	0.09969163949
869	0.09961226375
870	0.09953761211
871	0.09942995852
872	0.09937101046
873	0.09930251117
874	0.0992521703
875	0.09914996957
876	0.09903108027
877	0.09894491929
878	0.09885377769
879	0.09872124264
880	0.09867985284
881	0.09857229198
882	0.09847960857
883	0.09838941656
884	0.09830497878
885	0.09825115702
886	0.09822410845
887	0.09818838964
888	0.09804080226
889	0.09797604193
890	0.09784175425
891	0.09774415004
892	0.09761090282
893	0.09756501774
894	0.09748822219
895	0.0974076702
896	0.0973958136
897	0.09733183861
898	0.09726548119
899	0.09716857186
900	0.09710895657
901	0.09705969579
902	0.09705109598
903	0.09696629917
904	0.0969120349
905	0.0968629757
906	0.09681885864
907	0.09675784388
908	0.09673307594
909	0.09665693298
910	0.09651839911
911	0.09643654946
912	0.09635174358
913	0.09631422507
914	0.0962822336
915	0.09621378483
916	0.09617663473
917	0.09612270767
918	0.0960249735
919	0.09600795143
920	0.09591032216
921	0.09582163892
922	0.09578261029
923	0.09572647797
924	0.09565551639
925	0.09555783105
926	0.09545201388
927	0.09536661989
928	0.09531682381
929	0.09526161401
930	0.0952384802
931	0.09519084509
932	0.09507176267
933	0.09502620993
934	0.0949912879
935	0.0949165054
936	0.09484228824
937	0.09480144189
938	0.0947271907
939	0.094687635
940	0.09464776294
941	0.09458179191
942	0.09451911749
943	0.09447571286
944	0.09446497469
945	0.09440673719
946	0.09431806386
947	0.0942762781
948	0.0941765846
949	0.09411019713
950	0.09400438474
951	0.0939119462
952	0.09387934407
953	0.09385715288
954	0.09376901742
955	0.09373734416
956	0.09372256546
957	0.09368537357
958	0.09364780523
959	0.09360483241
960	0.0935292648
961	0.09349966618
962	0.09347563854
963	0.09343979239
964	0.09335378484
965	0.09325194994
966	0.09319431819
967	0.09317203603
968	0.09311805836
969	0.0930175724
970	0.09300245385
971	0.09292302154
972	0.09289129969
973	0.0928035315
974	0.09276192135
975	0.09267601753
976	0.09258650494
977	0.09248601468
978	0.09240995387
979	0.0923494932
980	0.09222615785
981	0.09214779399
982	0.09213245098
983	0.0920221448
984	0.09189819663
985	0.09179992499
986	0.09173053916
987	0.09168351787
988	0.0916249499
989	0.09158651296
990	0.09151198418
991	0.09148596996
992	0.09139237488
993	0.0913269104
994	0.09126815914
995	0.09119259749
996	0.09109683819
997	0.09106374046
998	0.09100043051
999	0.09096070862
8	0.09122954778
999	0.09114940453
11861
997	0.08665479828
998	0.0866048116
999	0.08653239304
